pixel	dead	low	bad_hv
1663	False	False	False
1664	False	False	False
1665	False	False	False
1666	False	False	False
1667	False	False	False
1668	False	False	False
1669	False	False	False
1670	False	False	False
1671	False	False	False
1672	False	False	False
1673	False	False	False
1674	False	False	False
1675	False	False	False
1676	False	False	False
1677	False	False	False
1678	False	False	False
1679	False	False	False
1680	False	False	False
1681	False	False	False
1682	False	False	False
1683	False	False	False
1684	False	False	False
1685	False	False	False
1686	False	False	False
1687	False	False	False
1688	False	False	False
1689	False	False	False
1690	False	False	False
1691	False	False	False
1692	False	False	False
1693	False	False	False
1694	False	False	False
1695	False	False	False
1696	False	False	False
1697	False	False	False
1698	False	False	False
1699	False	False	False
1700	False	False	False
1701	False	False	False
1702	False	False	False
1703	False	False	False
1704	False	False	False
1705	False	False	False
1706	False	False	False
1707	False	False	False
1708	False	False	False
1709	False	False	False
1710	False	False	False
1711	False	False	False
1712	False	False	False
1713	False	False	False
1714	False	False	False
1715	False	False	False
1716	False	False	False
1717	False	False	False
1718	False	False	False
1719	False	False	False
1720	False	False	False
1721	False	False	False
1722	False	False	False
1723	False	False	False
1724	False	False	False
1725	False	False	False
1726	False	False	False
1727	False	False	False
1728	False	False	False
1729	False	False	False
1730	False	False	False
1731	False	False	False
1732	False	False	False
1733	False	False	False
1734	False	False	False
1735	False	False	False
1736	False	False	False
1737	False	False	False
1738	False	False	False
1739	False	False	False
1740	False	False	False
1741	False	False	False
1742	False	False	False
1743	False	False	False
1744	False	False	False
1745	False	False	False
1746	False	False	False
1747	False	False	False
1748	False	False	False
1749	False	False	False
1750	False	False	False
1751	False	False	False
1752	False	False	False
1753	False	False	False
1754	False	False	False
1755	False	False	False
1756	False	False	False
1757	False	False	False
1758	False	False	False
1759	False	False	False
1760	False	False	False
1761	False	False	False
1762	False	False	False
1763	False	False	False
1764	False	False	False
1765	True	False	False
1766	False	False	False
1767	False	False	False
1768	False	False	False
1769	False	False	False
1770	False	False	False
1771	False	False	False
1772	False	False	False
1773	False	False	False
1774	False	False	False
1775	False	False	False
1776	False	False	False
1777	False	False	False
1778	False	False	False
1779	False	False	False
1780	False	False	False
1781	False	False	False
1782	False	False	False
1783	False	False	False
1784	False	False	False
1785	False	False	False
1786	False	False	False
1787	False	False	False
1788	False	False	False
1789	False	False	False
1790	False	False	False
1791	False	False	False
1792	False	False	False
1793	False	False	False
1794	False	False	False
1795	False	False	False
1796	False	False	False
1797	False	False	False
1798	False	False	False
1799	False	False	False
1800	False	False	False
1801	False	False	False
1802	False	False	False
1803	False	False	False
1804	False	False	False
1805	False	False	False
1806	False	False	False
1807	False	False	False
1808	False	False	False
1809	False	False	False
1810	False	False	False
1811	False	False	False
1812	False	False	False
1813	False	False	False
1814	False	False	False
1815	False	False	False
1816	False	False	False
1817	False	False	False
1818	False	False	False
1819	False	False	False
1820	False	False	False
1821	False	False	False
1822	False	False	False
1823	False	False	False
1824	False	False	False
1825	False	False	False
1826	False	False	False
1827	False	False	False
1828	False	False	False
1829	True	False	False
1830	False	False	False
1831	False	False	False
1832	False	False	False
1833	False	False	False
1834	False	False	False
1835	False	False	False
1836	False	False	False
1837	False	False	False
1838	False	False	False
1839	False	False	False
1840	False	False	False
1841	False	True	False
1842	False	False	False
1843	False	False	False
1844	False	False	False
1845	False	False	False
1846	False	False	False
1847	False	False	False
1848	False	False	False
1849	False	False	False
1850	False	False	False
1851	False	False	False
1852	False	False	False
1853	False	False	False
1854	False	False	False
1855	False	False	False
1856	False	False	False
1857	False	False	False
1858	False	False	False
1859	False	False	False
1860	False	False	False
1861	False	False	False
1862	False	False	False
1863	False	False	False
1864	False	False	False
1865	False	False	False
1866	False	False	False
1867	False	False	False
1868	False	False	False
1869	False	True	False
1870	False	False	False
1871	False	False	False
1872	False	False	False
1873	False	False	False
1874	False	True	False
1875	False	False	False
1876	False	False	False
1877	False	False	False
1878	False	False	False
1879	False	False	False
1880	False	False	False
1881	False	False	False
1882	False	False	False
1883	False	False	False
1884	False	False	False
1885	False	False	False
1886	False	False	False
1887	False	False	False
1888	False	False	False
1889	False	False	False
1890	False	False	False
1891	False	False	False
1892	False	False	False
1893	False	False	False
1894	False	False	False
1895	False	False	False
1896	False	False	False
1897	False	False	False
1898	False	False	False
1899	False	False	False
1900	False	False	False
1901	False	False	False
1902	False	False	False
1903	False	False	False
1904	False	False	False
1905	False	False	False
1906	False	False	False
1907	False	False	False
1908	False	False	False
1909	False	False	False
1910	False	False	False
1911	False	False	False
1912	False	False	False
1913	False	False	False
1914	False	False	False
1915	False	False	False
1916	False	False	False
1917	False	False	False
1918	False	False	False
1919	False	False	False
1920	False	False	False
1921	False	False	False
1922	False	False	False
1923	False	False	False
1924	False	False	False
1925	False	False	False
1926	False	False	False
1927	False	False	False
1928	False	False	False
1929	False	False	False
1930	False	False	False
1931	False	False	False
1932	False	False	False
1933	False	False	False
1934	False	False	False
1935	False	False	False
1936	False	False	False
1937	False	False	False
1938	False	False	False
1939	False	False	False
1940	False	False	False
1941	False	False	False
1942	False	False	False
1943	False	False	False
1944	False	False	False
1945	False	True	False
1946	False	False	False
1947	False	False	False
1948	False	False	False
1949	False	False	False
1950	False	False	False
1951	False	False	False
1952	False	False	False
1953	False	False	False
1954	False	False	False
1955	False	False	False
1956	False	False	False
1957	True	False	False
1958	False	False	False
1959	False	False	False
1960	False	False	False
1961	False	False	False
1962	False	False	False
1963	False	False	False
1964	False	False	False
1965	False	False	False
1966	False	False	False
1967	False	False	False
1968	False	False	False
1969	False	False	False
1970	False	False	False
1971	False	False	False
1972	False	False	False
1973	False	False	False
1974	False	False	False
1975	False	False	False
1976	False	False	False
1977	False	False	False
1978	False	False	False
1979	False	False	False
1980	False	False	False
1981	False	False	False
1982	False	False	False
1983	False	False	False
1984	False	False	False
1985	False	False	False
1986	False	False	False
1987	False	False	False
1988	False	False	False
1989	False	False	False
1990	False	False	False
1991	False	False	False
1992	False	False	False
1993	False	False	False
1994	False	False	False
1995	False	False	False
1996	False	False	False
1997	False	False	False
1998	False	False	False
1999	False	False	False
2000	False	False	False
2001	False	False	False
2002	False	False	False
2003	False	False	False
2004	False	False	False
2005	False	False	False
2006	False	False	False
2007	False	False	False
2008	False	False	False
2009	True	False	False
2010	False	True	False
2011	False	False	False
2012	False	False	False
2013	False	False	False
2014	False	False	False
2015	False	False	False
2016	False	False	False
2017	False	False	False
2018	False	False	False
2019	False	False	False
2020	False	False	False
2021	False	False	False
2022	False	False	False
2023	False	False	False
2024	False	False	False
2025	False	False	False
2026	False	False	False
2027	False	False	False
2028	False	False	False
2029	False	False	False
2030	False	False	False
2031	False	False	False
2032	False	False	False
2033	False	False	False
2034	False	False	False
2035	False	False	False
2036	False	False	False
2037	False	False	False
2038	False	False	False
2039	False	False	False
2040	False	False	False
2041	False	False	False
2042	False	False	False
2043	False	True	False
2044	False	False	False
2045	False	False	False
2046	False	False	False
2047	False	False	False
